"Series";"Time";"Value"
"Probe-2";"2020-05-04T15:29:57+02:00";25.56875
"Probe-2";"2020-05-04T15:29:57+02:00";25.575
"Probe-2";"2020-05-04T15:29:57+02:00";25.58125
"Probe-2";"2020-05-04T15:29:57+02:00";25.5875
"Probe-2";"2020-05-04T15:29:58+02:00";25.59375
"Probe-2";"2020-05-04T15:29:58+02:00";25.6
"Probe-2";"2020-05-04T15:29:58+02:00";25.60625
"Probe-2";"2020-05-04T15:29:58+02:00";25.6125
"Probe-2";"2020-05-04T15:29:58+02:00";25.61875
"Probe-2";"2020-05-04T15:29:59+02:00";25.625
"Probe-2";"2020-05-04T15:29:59+02:00";25.625
"Probe-2";"2020-05-04T15:29:59+02:00";25.625
"Probe-2";"2020-05-04T15:29:59+02:00";25.625
"Probe-2";"2020-05-04T15:29:59+02:00";25.625
"Probe-2";"2020-05-04T15:30:00+02:00";25.625
"Probe-2";"2020-05-04T15:30:00+02:00";25.625
"Probe-2";"2020-05-04T15:30:00+02:00";25.625
"Probe-2";"2020-05-04T15:30:00+02:00";25.625
"Probe-2";"2020-05-04T15:30:00+02:00";25.625
"Probe-2";"2020-05-04T15:30:01+02:00";25.625
"Probe-2";"2020-05-04T15:30:01+02:00";25.61875
"Probe-2";"2020-05-04T15:30:01+02:00";25.6125
"Probe-2";"2020-05-04T15:30:01+02:00";25.60625
"Probe-2";"2020-05-04T15:30:01+02:00";25.6
"Probe-2";"2020-05-04T15:30:02+02:00";25.59375
"Probe-2";"2020-05-04T15:30:02+02:00";25.5875
"Probe-2";"2020-05-04T15:30:02+02:00";25.58125
"Probe-2";"2020-05-04T15:30:02+02:00";25.575
"Probe-2";"2020-05-04T15:30:02+02:00";25.56875
"Probe-2";"2020-05-04T15:30:03+02:00";25.5625
"Probe-2";"2020-05-04T15:30:03+02:00";25.55625
"Probe-2";"2020-05-04T15:30:03+02:00";25.55
"Probe-2";"2020-05-04T15:30:03+02:00";25.54375
"Probe-2";"2020-05-04T15:30:03+02:00";25.5375
"Probe-2";"2020-05-04T15:30:04+02:00";25.53125
"Probe-2";"2020-05-04T15:30:04+02:00";25.525
"Probe-2";"2020-05-04T15:30:04+02:00";25.51875
"Probe-2";"2020-05-04T15:30:04+02:00";25.5125
"Probe-2";"2020-05-04T15:30:04+02:00";25.50625
"Probe-2";"2020-05-04T15:30:05+02:00";25.5
"Probe-2";"2020-05-04T15:30:05+02:00";25.5125
"Probe-2";"2020-05-04T15:30:05+02:00";25.525
"Probe-2";"2020-05-04T15:30:05+02:00";25.5375
"Probe-2";"2020-05-04T15:30:05+02:00";25.55
"Probe-2";"2020-05-04T15:30:06+02:00";25.5625
"Probe-2";"2020-05-04T15:30:06+02:00";25.575
"Probe-2";"2020-05-04T15:30:06+02:00";25.5875
"Probe-2";"2020-05-04T15:30:06+02:00";25.6
"Probe-2";"2020-05-04T15:30:06+02:00";25.6125
"Probe-2";"2020-05-04T15:30:07+02:00";25.625
"Probe-2";"2020-05-04T15:30:07+02:00";25.61875
"Probe-2";"2020-05-04T15:30:07+02:00";25.6125
"Probe-2";"2020-05-04T15:30:07+02:00";25.60625
"Probe-2";"2020-05-04T15:30:07+02:00";25.6
"Probe-2";"2020-05-04T15:30:08+02:00";25.59375
"Probe-2";"2020-05-04T15:30:08+02:00";25.5875
"Probe-2";"2020-05-04T15:30:08+02:00";25.58125
"Probe-2";"2020-05-04T15:30:08+02:00";25.575
"Probe-2";"2020-05-04T15:30:08+02:00";25.56875
"Probe-2";"2020-05-04T15:30:09+02:00";25.5625
"Probe-2";"2020-05-04T15:30:09+02:00";25.55625
"Probe-2";"2020-05-04T15:30:09+02:00";25.55
"Probe-2";"2020-05-04T15:30:09+02:00";25.54375
"Probe-2";"2020-05-04T15:30:09+02:00";25.5375
"Probe-2";"2020-05-04T15:30:10+02:00";25.53125
"Probe-2";"2020-05-04T15:30:10+02:00";25.525
"Probe-2";"2020-05-04T15:30:10+02:00";25.51875
"Probe-2";"2020-05-04T15:30:10+02:00";25.5125
"Probe-2";"2020-05-04T15:30:10+02:00";25.50625
"Probe-2";"2020-05-04T15:30:11+02:00";25.5
"Probe-2";"2020-05-04T15:30:11+02:00";25.50625
"Probe-2";"2020-05-04T15:30:11+02:00";25.5125
"Probe-2";"2020-05-04T15:30:11+02:00";25.51875
"Probe-2";"2020-05-04T15:30:11+02:00";25.525
"Probe-2";"2020-05-04T15:30:12+02:00";25.53125
"Probe-2";"2020-05-04T15:30:12+02:00";25.5375
"Probe-2";"2020-05-04T15:30:12+02:00";25.54375
"Probe-2";"2020-05-04T15:30:12+02:00";25.55
"Probe-2";"2020-05-04T15:30:12+02:00";25.55625
"Probe-2";"2020-05-04T15:30:13+02:00";25.5625
"Probe-2";"2020-05-04T15:30:13+02:00";25.5625
"Probe-2";"2020-05-04T15:30:13+02:00";25.5625
"Probe-2";"2020-05-04T15:30:13+02:00";25.5625
"Probe-2";"2020-05-04T15:30:13+02:00";25.5625
"Probe-2";"2020-05-04T15:30:14+02:00";25.5625
"Probe-2";"2020-05-04T15:30:14+02:00";25.5625
"Probe-2";"2020-05-04T15:30:14+02:00";25.5625
"Probe-2";"2020-05-04T15:30:14+02:00";25.5625
"Probe-2";"2020-05-04T15:30:14+02:00";25.5625
"Probe-2";"2020-05-04T15:30:15+02:00";25.5625
"Probe-2";"2020-05-04T15:30:15+02:00";25.5625
"Probe-2";"2020-05-04T15:30:15+02:00";25.5625
"Probe-2";"2020-05-04T15:30:15+02:00";25.5625
"Probe-2";"2020-05-04T15:30:15+02:00";25.5625
"Probe-2";"2020-05-04T15:30:16+02:00";25.5625
"Probe-2";"2020-05-04T15:30:16+02:00";25.5625
"Probe-2";"2020-05-04T15:30:16+02:00";25.5625
"Probe-2";"2020-05-04T15:30:16+02:00";25.5625
"Probe-2";"2020-05-04T15:30:16+02:00";25.5625
"Probe-2";"2020-05-04T15:30:17+02:00";25.5625
"Probe-2";"2020-05-04T15:30:17+02:00";25.566666666666666
"Probe-2";"2020-05-04T15:30:17+02:00";25.570833333333333
"Probe-2";"2020-05-04T15:30:17+02:00";25.575
"Probe-2";"2020-05-04T15:30:17+02:00";25.579166666666666
"Probe-2";"2020-05-04T15:30:18+02:00";25.583333333333332
"Probe-2";"2020-05-04T15:30:18+02:00";25.5875
"Probe-2";"2020-05-04T15:30:18+02:00";25.591666666666665
"Probe-2";"2020-05-04T15:30:18+02:00";25.595833333333335
"Probe-2";"2020-05-04T15:30:18+02:00";25.6
"Probe-2";"2020-05-04T15:30:19+02:00";25.604166666666668
"Probe-2";"2020-05-04T15:30:19+02:00";25.608333333333334
"Probe-2";"2020-05-04T15:30:19+02:00";25.6125
"Probe-2";"2020-05-04T15:30:19+02:00";25.616666666666667
"Probe-2";"2020-05-04T15:30:19+02:00";25.620833333333334
"Probe-2";"2020-05-04T15:30:20+02:00";25.625
"Probe-2";"2020-05-04T15:30:20+02:00";25.6125
"Probe-2";"2020-05-04T15:30:20+02:00";25.6
"Probe-2";"2020-05-04T15:30:20+02:00";25.5875
"Probe-2";"2020-05-04T15:30:20+02:00";25.575
"Probe-2";"2020-05-04T15:30:21+02:00";25.5625
"Probe-2";"2020-05-04T15:30:21+02:00";25.55
"Probe-2";"2020-05-04T15:30:21+02:00";25.5375
"Probe-2";"2020-05-04T15:30:21+02:00";25.525
"Probe-2";"2020-05-04T15:30:21+02:00";25.5125
"Probe-2";"2020-05-04T15:30:22+02:00";25.5
"Probe-2";"2020-05-04T15:30:22+02:00";25.5
"Probe-2";"2020-05-04T15:30:22+02:00";25.5
"Probe-2";"2020-05-04T15:30:22+02:00";25.5
"Probe-2";"2020-05-04T15:30:22+02:00";25.5
"Probe-2";"2020-05-04T15:30:23+02:00";25.5
"Probe-2";"2020-05-04T15:30:23+02:00";25.5
"Probe-2";"2020-05-04T15:30:23+02:00";25.5
"Probe-2";"2020-05-04T15:30:23+02:00";25.5
"Probe-2";"2020-05-04T15:30:23+02:00";25.5
"Probe-2";"2020-05-04T15:30:24+02:00";25.5
"Probe-2";"2020-05-04T15:30:24+02:00";25.50625
"Probe-2";"2020-05-04T15:30:24+02:00";25.5125
"Probe-2";"2020-05-04T15:30:24+02:00";25.51875
"Probe-2";"2020-05-04T15:30:24+02:00";25.525
"Probe-2";"2020-05-04T15:30:25+02:00";25.53125
"Probe-2";"2020-05-04T15:30:25+02:00";25.5375
"Probe-2";"2020-05-04T15:30:25+02:00";25.54375
"Probe-2";"2020-05-04T15:30:25+02:00";25.55
"Probe-2";"2020-05-04T15:30:25+02:00";25.55625
"Probe-2";"2020-05-04T15:30:26+02:00";25.5625
"Probe-2";"2020-05-04T15:30:26+02:00";25.56875
"Probe-2";"2020-05-04T15:30:26+02:00";25.575
"Probe-2";"2020-05-04T15:30:26+02:00";25.58125
"Probe-2";"2020-05-04T15:30:26+02:00";25.5875
"Probe-2";"2020-05-04T15:30:27+02:00";25.59375
"Probe-2";"2020-05-04T15:30:27+02:00";25.6
"Probe-2";"2020-05-04T15:30:27+02:00";25.60625
"Probe-2";"2020-05-04T15:30:27+02:00";25.6125
"Probe-2";"2020-05-04T15:30:27+02:00";25.61875
"Probe-2";"2020-05-04T15:30:28+02:00";25.625
"Probe-2";"2020-05-04T15:30:28+02:00";25.61875
"Probe-2";"2020-05-04T15:30:28+02:00";25.6125
"Probe-2";"2020-05-04T15:30:28+02:00";25.60625
"Probe-2";"2020-05-04T15:30:28+02:00";25.6
"Probe-2";"2020-05-04T15:30:29+02:00";25.59375
"Probe-2";"2020-05-04T15:30:29+02:00";25.5875
"Probe-2";"2020-05-04T15:30:29+02:00";25.58125
"Probe-2";"2020-05-04T15:30:29+02:00";25.575
"Probe-2";"2020-05-04T15:30:29+02:00";25.56875
"Probe-2";"2020-05-04T15:30:30+02:00";25.5625
"Probe-2";"2020-05-04T15:30:30+02:00";25.5625
"Probe-2";"2020-05-04T15:30:30+02:00";25.5625
"Probe-2";"2020-05-04T15:30:30+02:00";25.5625
"Probe-2";"2020-05-04T15:30:30+02:00";25.5625
"Probe-2";"2020-05-04T15:30:31+02:00";25.5625
"Probe-2";"2020-05-04T15:30:31+02:00";25.5625
"Probe-2";"2020-05-04T15:30:31+02:00";25.5625
"Probe-2";"2020-05-04T15:30:31+02:00";25.5625
"Probe-2";"2020-05-04T15:30:31+02:00";25.5625
"Probe-2";"2020-05-04T15:30:32+02:00";25.5625
"Probe-2";"2020-05-04T15:30:32+02:00";25.5625
"Probe-2";"2020-05-04T15:30:32+02:00";25.5625
"Probe-2";"2020-05-04T15:30:32+02:00";25.5625
"Probe-2";"2020-05-04T15:30:32+02:00";25.5625
"Probe-2";"2020-05-04T15:30:33+02:00";25.5625
"Probe-2";"2020-05-04T15:30:33+02:00";25.5625
"Probe-2";"2020-05-04T15:30:33+02:00";25.5625
"Probe-2";"2020-05-04T15:30:33+02:00";25.5625
"Probe-2";"2020-05-04T15:30:33+02:00";25.5625
"Probe-2";"2020-05-04T15:30:34+02:00";25.5625
"Probe-2";"2020-05-04T15:30:34+02:00";25.565625
"Probe-2";"2020-05-04T15:30:34+02:00";25.56875
"Probe-2";"2020-05-04T15:30:34+02:00";25.571875
"Probe-2";"2020-05-04T15:30:34+02:00";25.575
"Probe-2";"2020-05-04T15:30:35+02:00";25.578125
"Probe-2";"2020-05-04T15:30:35+02:00";25.58125
"Probe-2";"2020-05-04T15:30:35+02:00";25.584375
"Probe-2";"2020-05-04T15:30:35+02:00";25.5875
"Probe-2";"2020-05-04T15:30:35+02:00";25.590625
"Probe-2";"2020-05-04T15:30:36+02:00";25.59375
"Probe-2";"2020-05-04T15:30:36+02:00";25.596875
"Probe-2";"2020-05-04T15:30:36+02:00";25.6
"Probe-2";"2020-05-04T15:30:36+02:00";25.603125
"Probe-2";"2020-05-04T15:30:36+02:00";25.60625
"Probe-2";"2020-05-04T15:30:37+02:00";25.609375
"Probe-2";"2020-05-04T15:30:37+02:00";25.6125
"Probe-2";"2020-05-04T15:30:37+02:00";25.615625
"Probe-2";"2020-05-04T15:30:37+02:00";25.61875
"Probe-2";"2020-05-04T15:30:37+02:00";25.621875
"Probe-2";"2020-05-04T15:30:38+02:00";25.625
"Probe-2";"2020-05-04T15:30:38+02:00";25.61875
"Probe-2";"2020-05-04T15:30:38+02:00";25.6125
"Probe-2";"2020-05-04T15:30:38+02:00";25.60625
"Probe-2";"2020-05-04T15:30:38+02:00";25.6
"Probe-2";"2020-05-04T15:30:39+02:00";25.59375
"Probe-2";"2020-05-04T15:30:39+02:00";25.5875
"Probe-2";"2020-05-04T15:30:39+02:00";25.58125
"Probe-2";"2020-05-04T15:30:39+02:00";25.575
"Probe-2";"2020-05-04T15:30:39+02:00";25.56875
"Probe-2";"2020-05-04T15:30:40+02:00";25.5625
"Probe-2";"2020-05-04T15:30:40+02:00";25.55625
"Probe-2";"2020-05-04T15:30:40+02:00";25.55
"Probe-2";"2020-05-04T15:30:40+02:00";25.54375
"Probe-2";"2020-05-04T15:30:40+02:00";25.5375
"Probe-2";"2020-05-04T15:30:41+02:00";25.53125
"Probe-2";"2020-05-04T15:30:41+02:00";25.525
"Probe-2";"2020-05-04T15:30:41+02:00";25.51875
"Probe-2";"2020-05-04T15:30:41+02:00";25.5125
"Probe-2";"2020-05-04T15:30:41+02:00";25.50625
"Probe-2";"2020-05-04T15:30:42+02:00";25.5
"Probe-2";"2020-05-04T15:30:42+02:00";25.50625
"Probe-2";"2020-05-04T15:30:42+02:00";25.5125
"Probe-2";"2020-05-04T15:30:42+02:00";25.51875
"Probe-2";"2020-05-04T15:30:42+02:00";25.525
"Probe-2";"2020-05-04T15:30:43+02:00";25.53125
"Probe-2";"2020-05-04T15:30:43+02:00";25.5375
"Probe-2";"2020-05-04T15:30:43+02:00";25.54375
"Probe-2";"2020-05-04T15:30:43+02:00";25.55
"Probe-2";"2020-05-04T15:30:43+02:00";25.55625
"Probe-2";"2020-05-04T15:30:44+02:00";25.5625
"Probe-2";"2020-05-04T15:30:44+02:00";25.5625
"Probe-2";"2020-05-04T15:30:44+02:00";25.5625
"Probe-2";"2020-05-04T15:30:44+02:00";25.5625
"Probe-2";"2020-05-04T15:30:44+02:00";25.5625
"Probe-2";"2020-05-04T15:30:45+02:00";25.5625
"Probe-2";"2020-05-04T15:30:45+02:00";25.5625
"Probe-2";"2020-05-04T15:30:45+02:00";25.5625
"Probe-2";"2020-05-04T15:30:45+02:00";25.5625
"Probe-2";"2020-05-04T15:30:45+02:00";25.5625
"Probe-2";"2020-05-04T15:30:46+02:00";25.5625
"Probe-2";"2020-05-04T15:30:46+02:00";25.55625
"Probe-2";"2020-05-04T15:30:46+02:00";25.55
"Probe-2";"2020-05-04T15:30:46+02:00";25.54375
"Probe-2";"2020-05-04T15:30:46+02:00";25.5375
"Probe-2";"2020-05-04T15:30:47+02:00";25.53125
"Probe-2";"2020-05-04T15:30:47+02:00";25.525
"Probe-2";"2020-05-04T15:30:47+02:00";25.51875
"Probe-2";"2020-05-04T15:30:47+02:00";25.5125
"Probe-2";"2020-05-04T15:30:47+02:00";25.50625
"Probe-2";"2020-05-04T15:30:48+02:00";25.5
"Probe-2";"2020-05-04T15:30:48+02:00";25.5
"Probe-2";"2020-05-04T15:30:48+02:00";25.5
"Probe-2";"2020-05-04T15:30:48+02:00";25.5
"Probe-2";"2020-05-04T15:30:48+02:00";25.5
"Probe-2";"2020-05-04T15:30:49+02:00";25.5
"Probe-2";"2020-05-04T15:30:49+02:00";25.5
"Probe-2";"2020-05-04T15:30:49+02:00";25.5
"Probe-2";"2020-05-04T15:30:49+02:00";25.5
"Probe-2";"2020-05-04T15:30:49+02:00";25.5
"Probe-2";"2020-05-04T15:30:50+02:00";25.5
"Probe-2";"2020-05-04T15:30:50+02:00";25.50625
"Probe-2";"2020-05-04T15:30:50+02:00";25.5125
"Probe-2";"2020-05-04T15:30:50+02:00";25.51875
"Probe-2";"2020-05-04T15:30:50+02:00";25.525
"Probe-2";"2020-05-04T15:30:51+02:00";25.53125
"Probe-2";"2020-05-04T15:30:51+02:00";25.5375
"Probe-2";"2020-05-04T15:30:51+02:00";25.54375
"Probe-2";"2020-05-04T15:30:51+02:00";25.55
"Probe-2";"2020-05-04T15:30:51+02:00";25.55625
"Probe-2";"2020-05-04T15:30:52+02:00";25.5625
"Probe-2";"2020-05-04T15:30:52+02:00";25.56875
"Probe-2";"2020-05-04T15:30:52+02:00";25.575
"Probe-2";"2020-05-04T15:30:52+02:00";25.58125
"Probe-2";"2020-05-04T15:30:52+02:00";25.5875
"Probe-2";"2020-05-04T15:30:53+02:00";25.59375
"Probe-2";"2020-05-04T15:30:53+02:00";25.6
"Probe-2";"2020-05-04T15:30:53+02:00";25.60625
"Probe-2";"2020-05-04T15:30:53+02:00";25.6125
"Probe-2";"2020-05-04T15:30:53+02:00";25.61875
"Probe-2";"2020-05-04T15:30:54+02:00";25.625
"Probe-2";"2020-05-04T15:30:54+02:00";25.60625
"Probe-2";"2020-05-04T15:30:54+02:00";25.5875
"Probe-2";"2020-05-04T15:30:54+02:00";25.56875
"Probe-2";"2020-05-04T15:30:54+02:00";25.55
"Probe-2";"2020-05-04T15:30:55+02:00";25.53125
"Probe-2";"2020-05-04T15:30:55+02:00";25.5125
"Probe-2";"2020-05-04T15:30:55+02:00";25.49375
"Probe-2";"2020-05-04T15:30:55+02:00";25.475
"Probe-2";"2020-05-04T15:30:55+02:00";25.45625
"Probe-2";"2020-05-04T15:30:56+02:00";25.4375
"Probe-2";"2020-05-04T15:30:56+02:00";25.45625
"Probe-2";"2020-05-04T15:30:56+02:00";25.475
"Probe-2";"2020-05-04T15:30:56+02:00";25.49375
"Probe-2";"2020-05-04T15:30:56+02:00";25.5125
"Probe-2";"2020-05-04T15:30:57+02:00";25.53125
"Probe-2";"2020-05-04T15:30:57+02:00";25.55
"Probe-2";"2020-05-04T15:30:57+02:00";25.56875
"Probe-2";"2020-05-04T15:30:57+02:00";25.5875
"Probe-2";"2020-05-04T15:30:57+02:00";25.60625
"Probe-2";"2020-05-04T15:30:58+02:00";25.625
"Probe-2";"2020-05-04T15:30:58+02:00";25.625
"Probe-2";"2020-05-04T15:30:58+02:00";25.625
"Probe-2";"2020-05-04T15:30:58+02:00";25.625
"Probe-2";"2020-05-04T15:30:58+02:00";25.625
"Probe-2";"2020-05-04T15:30:59+02:00";25.625
"Probe-2";"2020-05-04T15:30:59+02:00";25.625
"Probe-2";"2020-05-04T15:30:59+02:00";25.625
"Probe-2";"2020-05-04T15:30:59+02:00";25.625
"Probe-2";"2020-05-04T15:30:59+02:00";25.625
"Probe-2";"2020-05-04T15:31:00+02:00";25.625
"Probe-2";"2020-05-04T15:31:00+02:00";25.61875
"Probe-2";"2020-05-04T15:31:00+02:00";25.6125
"Probe-2";"2020-05-04T15:31:00+02:00";25.60625
"Probe-2";"2020-05-04T15:31:00+02:00";25.6
"Probe-2";"2020-05-04T15:31:01+02:00";25.59375
"Probe-2";"2020-05-04T15:31:01+02:00";25.5875
"Probe-2";"2020-05-04T15:31:01+02:00";25.58125
"Probe-2";"2020-05-04T15:31:01+02:00";25.575
"Probe-2";"2020-05-04T15:31:01+02:00";25.56875
"Probe-2";"2020-05-04T15:31:02+02:00";25.5625
"Probe-2";"2020-05-04T15:31:02+02:00";25.55625
"Probe-2";"2020-05-04T15:31:02+02:00";25.55
"Probe-2";"2020-05-04T15:31:02+02:00";25.54375
"Probe-2";"2020-05-04T15:31:02+02:00";25.5375
"Probe-2";"2020-05-04T15:31:03+02:00";25.53125
"Probe-2";"2020-05-04T15:31:03+02:00";25.525
"Probe-2";"2020-05-04T15:31:03+02:00";25.51875
"Probe-2";"2020-05-04T15:31:03+02:00";25.5125
"Probe-2";"2020-05-04T15:31:03+02:00";25.50625
"Probe-2";"2020-05-04T15:31:04+02:00";25.5
"Probe-2";"2020-05-04T15:31:04+02:00";25.5125
"Probe-2";"2020-05-04T15:31:04+02:00";25.525
"Probe-2";"2020-05-04T15:31:04+02:00";25.5375
"Probe-2";"2020-05-04T15:31:04+02:00";25.55
"Probe-2";"2020-05-04T15:31:05+02:00";25.5625
"Probe-2";"2020-05-04T15:31:05+02:00";25.575
"Probe-2";"2020-05-04T15:31:05+02:00";25.5875
"Probe-2";"2020-05-04T15:31:05+02:00";25.6
"Probe-2";"2020-05-04T15:31:05+02:00";25.6125
"Probe-2";"2020-05-04T15:31:06+02:00";25.625
"Probe-2";"2020-05-04T15:31:06+02:00";25.61875
"Probe-2";"2020-05-04T15:31:06+02:00";25.6125
"Probe-2";"2020-05-04T15:31:06+02:00";25.60625
"Probe-2";"2020-05-04T15:31:06+02:00";25.6
"Probe-2";"2020-05-04T15:31:07+02:00";25.59375
"Probe-2";"2020-05-04T15:31:07+02:00";25.5875
"Probe-2";"2020-05-04T15:31:07+02:00";25.58125
"Probe-2";"2020-05-04T15:31:07+02:00";25.575
"Probe-2";"2020-05-04T15:31:07+02:00";25.56875
"Probe-2";"2020-05-04T15:31:08+02:00";25.5625
"Probe-2";"2020-05-04T15:31:08+02:00";25.56875
"Probe-2";"2020-05-04T15:31:08+02:00";25.575
"Probe-2";"2020-05-04T15:31:08+02:00";25.58125
"Probe-2";"2020-05-04T15:31:08+02:00";25.5875
"Probe-2";"2020-05-04T15:31:09+02:00";25.59375
"Probe-2";"2020-05-04T15:31:09+02:00";25.6
"Probe-2";"2020-05-04T15:31:09+02:00";25.60625
"Probe-2";"2020-05-04T15:31:09+02:00";25.6125
"Probe-2";"2020-05-04T15:31:09+02:00";25.61875
"Probe-2";"2020-05-04T15:31:10+02:00";25.625
"Probe-2";"2020-05-04T15:31:10+02:00";25.625
"Probe-2";"2020-05-04T15:31:10+02:00";25.625
"Probe-2";"2020-05-04T15:31:10+02:00";25.625
"Probe-2";"2020-05-04T15:31:10+02:00";25.625
"Probe-2";"2020-05-04T15:31:11+02:00";25.625
"Probe-2";"2020-05-04T15:31:11+02:00";25.625
"Probe-2";"2020-05-04T15:31:11+02:00";25.625
"Probe-2";"2020-05-04T15:31:11+02:00";25.625
"Probe-2";"2020-05-04T15:31:11+02:00";25.625
"Probe-2";"2020-05-04T15:31:12+02:00";25.625
"Probe-2";"2020-05-04T15:31:12+02:00";25.61875
"Probe-2";"2020-05-04T15:31:12+02:00";25.6125
"Probe-2";"2020-05-04T15:31:12+02:00";25.60625
"Probe-2";"2020-05-04T15:31:12+02:00";25.6
"Probe-2";"2020-05-04T15:31:13+02:00";25.59375
"Probe-2";"2020-05-04T15:31:13+02:00";25.5875
"Probe-2";"2020-05-04T15:31:13+02:00";25.58125
"Probe-2";"2020-05-04T15:31:13+02:00";25.575
"Probe-2";"2020-05-04T15:31:13+02:00";25.56875
"Probe-2";"2020-05-04T15:31:14+02:00";25.5625
"Probe-2";"2020-05-04T15:31:14+02:00";25.566666666666666
"Probe-2";"2020-05-04T15:31:14+02:00";25.570833333333333
"Probe-2";"2020-05-04T15:31:14+02:00";25.575
"Probe-2";"2020-05-04T15:31:14+02:00";25.579166666666666
"Probe-2";"2020-05-04T15:31:15+02:00";25.583333333333332
"Probe-2";"2020-05-04T15:31:15+02:00";25.5875
"Probe-2";"2020-05-04T15:31:15+02:00";25.591666666666665
"Probe-2";"2020-05-04T15:31:15+02:00";25.595833333333335
"Probe-2";"2020-05-04T15:31:15+02:00";25.6
"Probe-2";"2020-05-04T15:31:16+02:00";25.604166666666668
"Probe-2";"2020-05-04T15:31:16+02:00";25.608333333333334
"Probe-2";"2020-05-04T15:31:16+02:00";25.6125
"Probe-2";"2020-05-04T15:31:16+02:00";25.616666666666667
"Probe-2";"2020-05-04T15:31:16+02:00";25.620833333333334
"Probe-2";"2020-05-04T15:31:17+02:00";25.625
"Probe-2";"2020-05-04T15:31:17+02:00";25.625
"Probe-2";"2020-05-04T15:31:17+02:00";25.625
"Probe-2";"2020-05-04T15:31:17+02:00";25.625
"Probe-2";"2020-05-04T15:31:17+02:00";25.625
"Probe-2";"2020-05-04T15:31:18+02:00";25.625
"Probe-2";"2020-05-04T15:31:18+02:00";25.625
"Probe-2";"2020-05-04T15:31:18+02:00";25.625
"Probe-2";"2020-05-04T15:31:18+02:00";25.625
"Probe-2";"2020-05-04T15:31:18+02:00";25.625
"Probe-2";"2020-05-04T15:31:19+02:00";25.625
"Probe-2";"2020-05-04T15:31:19+02:00";25.61875
"Probe-2";"2020-05-04T15:31:19+02:00";25.6125
"Probe-2";"2020-05-04T15:31:19+02:00";25.60625
"Probe-2";"2020-05-04T15:31:19+02:00";25.6
"Probe-2";"2020-05-04T15:31:20+02:00";25.59375
"Probe-2";"2020-05-04T15:31:20+02:00";25.5875
"Probe-2";"2020-05-04T15:31:20+02:00";25.58125
"Probe-2";"2020-05-04T15:31:20+02:00";25.575
"Probe-2";"2020-05-04T15:31:20+02:00";25.56875
"Probe-2";"2020-05-04T15:31:21+02:00";25.5625
"Probe-2";"2020-05-04T15:31:21+02:00";25.5625
"Probe-2";"2020-05-04T15:31:21+02:00";25.5625
"Probe-2";"2020-05-04T15:31:21+02:00";25.5625
"Probe-2";"2020-05-04T15:31:21+02:00";25.5625
"Probe-2";"2020-05-04T15:31:22+02:00";25.5625
"Probe-2";"2020-05-04T15:31:22+02:00";25.5625
"Probe-2";"2020-05-04T15:31:22+02:00";25.5625
"Probe-2";"2020-05-04T15:31:22+02:00";25.5625
"Probe-2";"2020-05-04T15:31:22+02:00";25.5625
"Probe-2";"2020-05-04T15:31:23+02:00";25.5625
"Probe-2";"2020-05-04T15:31:23+02:00";25.5625
"Probe-2";"2020-05-04T15:31:23+02:00";25.5625
"Probe-2";"2020-05-04T15:31:23+02:00";25.5625
"Probe-2";"2020-05-04T15:31:23+02:00";25.5625
"Probe-2";"2020-05-04T15:31:24+02:00";25.5625
"Probe-2";"2020-05-04T15:31:24+02:00";25.5625
"Probe-2";"2020-05-04T15:31:24+02:00";25.5625
"Probe-2";"2020-05-04T15:31:24+02:00";25.5625
"Probe-2";"2020-05-04T15:31:24+02:00";25.5625
"Probe-2";"2020-05-04T15:31:25+02:00";25.5625
"Probe-2";"2020-05-04T15:31:25+02:00";25.56875
"Probe-2";"2020-05-04T15:31:25+02:00";25.575
"Probe-2";"2020-05-04T15:31:25+02:00";25.58125
"Probe-2";"2020-05-04T15:31:25+02:00";25.5875
"Probe-2";"2020-05-04T15:31:26+02:00";25.59375
"Probe-2";"2020-05-04T15:31:26+02:00";25.6
"Probe-2";"2020-05-04T15:31:26+02:00";25.60625
"Probe-2";"2020-05-04T15:31:26+02:00";25.6125
"Probe-2";"2020-05-04T15:31:26+02:00";25.61875
"Probe-2";"2020-05-04T15:31:27+02:00";25.625
"Probe-2";"2020-05-04T15:31:27+02:00";25.625
"Probe-2";"2020-05-04T15:31:27+02:00";25.625
"Probe-2";"2020-05-04T15:31:27+02:00";25.625
"Probe-2";"2020-05-04T15:31:27+02:00";25.625
"Probe-2";"2020-05-04T15:31:28+02:00";25.625
"Probe-2";"2020-05-04T15:31:28+02:00";25.625
"Probe-2";"2020-05-04T15:31:28+02:00";25.625
"Probe-2";"2020-05-04T15:31:28+02:00";25.625
"Probe-2";"2020-05-04T15:31:28+02:00";25.625
"Probe-2";"2020-05-04T15:31:29+02:00";25.625
"Probe-2";"2020-05-04T15:31:29+02:00";25.61875
"Probe-2";"2020-05-04T15:31:29+02:00";25.6125
"Probe-2";"2020-05-04T15:31:29+02:00";25.60625
"Probe-2";"2020-05-04T15:31:29+02:00";25.6
"Probe-2";"2020-05-04T15:31:30+02:00";25.59375
"Probe-2";"2020-05-04T15:31:30+02:00";25.5875
"Probe-2";"2020-05-04T15:31:30+02:00";25.58125
"Probe-2";"2020-05-04T15:31:30+02:00";25.575
"Probe-2";"2020-05-04T15:31:30+02:00";25.56875
